spw.put("ZCNR035L元一柏庄一期西门","14152");
spw.put("龙湖13","2943");
spw.put("龙湖12","2941");
spw.put("龙湖11","2939");
spw.put("龙湖10","2937");
spw.put("龙湖9","2935");
spw.put("龙湖8","2933");
spw.put("龙湖7","2931");
spw.put("龙湖6","2929");
spw.put("龙湖5","2927");
spw.put("龙湖4","2925");
spw.put("龙湖3","2923");
spw.put("龙湖1","2922");
spw.put("ZTHR036L  绿城绿岸禾风小区二期东门进+1","2921");
spw.put("ZTHR034L  绿城绿岸禾风小区二期北门人行通道进+1","2919");
spw.put("ZTHR032L  绿城绿岸禾风小区二期北门进+1","2918");
spw.put("HJB292RY汽车北站售票大厅外Q","2887");
spw.put("HJB295RY汽车北站出租车上客区Q","2886");
spw.put("HCS368RY高铁南站旅客出站口Q","2885");
spw.put("HCXK011Y320国道广穹路口西西向东","2244");
spw.put("HTH050Y 周安路---永安石化","2243");
spw.put("HJB014Y 嘉北街道西门","2242");
spw.put("HCS822RH华美达前厅Q","2241");
spw.put("HCN598RD华府广场1号楼大门Q","2240");
spw.put("HCN592RD聚成大厦东南角Q","2239");
spw.put("HCN475RY区管委会大门2","1699");
spw.put("ZJBR081L名人国际花园东门Q","560");
spw.put("ZJBR042L名人国际花园南门Q","559");
spw.put("HJB516RH名人国际花园东门Q","558");
spw.put("HJB458RH名人国际花园西商铺Q","557");
spw.put("HJB515RH名人国际南门Q","556");
spw.put("HCN383Y 昌盛路玫瑰恬园商铺2","555");
spw.put("HCN382Y 昌盛路玫瑰恬园商铺1","554");
spw.put("ZCNR017L玫瑰怡园南门Q","553");
spw.put("ZCNR016L玫瑰怡园东门中出","552");
spw.put("ZCNR015L玫瑰怡园东门中进","551");
spw.put("HCN978RH玫瑰怡园Q","550");
spw.put("ZCNR062L尚园西门Q","549");
spw.put("ZCNR061L尚园北门Q","548");
spw.put("HCN1013RH城南路紫元尚园西桥尚Q","547");
spw.put("ZCNR029L晴湾三期北门出","546");
spw.put("ZCNR028L晴湾三期北门进","545");
spw.put("ZCNR027L晴湾二期南门出","544");
spw.put("ZCNR024L晴湾二期北门进","543");
spw.put("ZCNR023L晴湾一期南门出","542");
spw.put("HCN753RD晴湾一期南门Q","541");
spw.put("HCN748RD晴湾二期南门Q","540");
spw.put("HCN385Y 昌盛路晴湾商铺2","539");
spw.put("HCN755RD泰富世界城6幢南门Q","538");
spw.put("ZJBR050L天城花园东区南门出","537");
spw.put("HCN384Y 昌盛路晴湾商铺1","536");
spw.put("ZJBR048L天城花园东区东门Q","535");
spw.put("ZJBK080L天城花园东区东门出","534");
spw.put("ZJBK079L天城花园东区东门进","533");
spw.put("HJB521RH天城花园东区大门Q","532");
spw.put("HJB723RH仟汇足道Q","531");
spw.put("HJB289Y 友谊街洪越路口东北侧商铺","530");
spw.put("HJB594RH友谊街洪越路西北角商铺Q","529");
spw.put("ZCXR007L新月公寓南门Q","528");
spw.put("HCX397RH新月公寓Q","527");
spw.put("HCX395RH新月网吧","526");
spw.put("HCX358H新月公寓1幢东","525");
spw.put("HCX355H新月公寓43幢西","524");
spw.put("HCX351H新月公寓50幢西","523");
spw.put("HCX347H新月公寓54幢东","522");
spw.put("HCX346H新月公寓53幢一单元","521");
spw.put("HCX345H新月公寓55幢一单元","520");
spw.put("HCX344H新月公寓58幢东","519");
spw.put("HCX343H新月公寓57幢西","518");
spw.put("HCX339H新月公寓35幢东","517");
spw.put("HCX338H新月公寓34幢东","516");
spw.put("HCX336H新月公寓33幢东","515");
spw.put("HCX333H新月公寓14幢西","514");
spw.put("HCX327H新月公寓11幢西","513");
spw.put("HCX326H新月公寓6幢东","512");
spw.put("HCX323H新月公寓20幢东","511");
spw.put("HCX322H新月公寓19东","510");
spw.put("HCX321H新月公寓22幢西","509");
spw.put("HCX262RY 新月公寓西门进口2","508");
spw.put("HCX261RY新月公寓西门进口1","507");
spw.put("HCX195Y新月公寓8幢","506");
spw.put("HCX193Y新月公寓18幢东","505");
spw.put("HCX192Y新月公寓9幢","504");
spw.put("HCX143Y新月公寓北面小门","503");
spw.put("HCX142Y新月公寓1幢东侧小路","502");
spw.put("ZJBR046L建明公寓南门出","501");
spw.put("ZJBR045L建明公寓南门进","500");
spw.put("ZJBR044L建明公寓东门Q","499");
spw.put("HJB759RH建明路水利局宿舍1单元Q","498");
spw.put("HJB602RH建明公寓消防门Q","497");
spw.put("HJB524RH建明别墅大门Q","496");
spw.put("HJB523RH建明公寓大门Q","495");
spw.put("HJB047KH洪越路建明公寓西向东","494");
spw.put("HJB046KH洪越路建明公寓东向西","493");
spw.put("HJB598RH方舟园大门口Q","492");
spw.put("HJB597RH方舟园东北角商铺Q","491");
spw.put("ZCNR090L金穗月亮湾东门出","490");
spw.put("ZCNR089L金穗月亮湾东门进","489");
spw.put("ZCNR041L金穗太阳城西门Q","488");
spw.put("ZCNR040L金穗月亮湾南门Q","487");
spw.put("ZCNR039L金穗月亮湾北门Q","486");
spw.put("HCN673RD金穗月亮湾东北角商铺Q","485");
spw.put("HCN832RD元一柏庄一期西门Q","484");
spw.put("HCN829RD元一柏庄二期西门Q","483");
spw.put("ZCNR037L元一柏庄二期西门Q","482");
spw.put("ZCNR036L元一柏庄二期东门Q","481");
spw.put("ZCNR035L元一柏庄一期西门Q","480");
spw.put("ZCNR034L元一柏庄一期东门","479");
spw.put("ZCNK056L元一柏庄二期西门出","478");
spw.put("ZCNK055L元一柏庄二期西门进","477");
spw.put("ZCNK054L元一柏庄二期东门出","476");
spw.put("ZCNK053L元一柏庄二期东门进","475");
spw.put("HCN972RH元一柏庄24幢2单元楼梯口","474");
spw.put("HCN837RD元一柏庄一期东门Q","473");
spw.put("HCN833RD元一柏庄二期东门Q","472");
spw.put("HCN531Y元一柏庄东北角","471");
spw.put("HCN784RD龙鼎万达广场北楼电梯B2Q","470");
spw.put("HCN778RD龙鼎万达广场南楼客梯B2Q","469");
spw.put("HCN783RD龙鼎万达广场北门永辉超Q","468");
spw.put("HCN781RD龙鼎万达广场北楼1号门电Q","467");
spw.put("HCN775RD龙鼎万达广场南楼二号门Q","466");
spw.put("HCN774RD龙鼎万达广场南楼三号门Q","465");
spw.put("HCS818RH春江中心北商铺（东）","464");
spw.put("HCS813RH春江中心2号楼门厅Q","463");
spw.put("HCS812H春江中心南商铺4","462");
spw.put("HCS811RH春江中心4号楼门厅Q","461");
spw.put("HCS809RH春江中心6号楼门厅Q","460");
spw.put("HCS806RH春江中心8号楼门厅Q","459");
spw.put("HCS1066RH春江商铺南侧水街Q","458");
spw.put("HCS1043RH春江商铺4,6幢人行通道Q","457");
spw.put("HCS785RH万达广场8号门Q","456");
spw.put("HCS784RH万达广场商场一楼东Q","455");
spw.put("HCS781RH万达广场1层南3号门Q","454");
spw.put("HCS780RH万达广场东侧人行通道Q","453");
spw.put("HCS779RH万达广场1层5号门Q","452");
spw.put("HCS778RH万达广场1F18#商铺2#通道Q","451");
spw.put("HCS777RH万达广场1层6号门Q","450");
spw.put("HCS776RH万达广场地下1层2号电梯Q","449");
spw.put("HCS775RH万达广场地下1层2号扶梯Q","448");
spw.put("HCS774RH万达广场地下1层3号电梯Q","447");
spw.put("HCS772RH万达广场地下1层1号电梯Q","446");
spw.put("HCS771RH万达广场地下2层2号电梯Q","445");
spw.put("HCS769RH万达广场地下2层3号电梯Q","444");
spw.put("HCS768RH万达广场-2F物美超市入口Q","443");
spw.put("HCS767RH万达广场地下2层1号电梯","442");
spw.put("HCS858RH同济大学西门Q","441");
spw.put("HCS850RH同济大学东门Q","440");
spw.put("HCS607Y同济大学东商铺","439");
spw.put("HCS582Y同济大学公交车站台","438");
spw.put("HCX429RH君悦宾馆—市场路927号Q","437");
spw.put("HCX389RH杨柳湾宾馆Q","436");
spw.put("HCX438RH物流园停车场宾馆Q","435");
spw.put("HCN968RH嘉兴第一人民医院9Q","434");
spw.put("HCN967RH嘉兴第一人民医院9-8Q","433");
spw.put("HCN966RH嘉兴第一人民医院9-7Q","432");
spw.put("HCN965RH嘉兴第一人民医院9-6Q","431");
spw.put("HCN964RH嘉兴第一人民医院9-5Q","430");
spw.put("HCN963RH嘉兴第一人民医院9-4Q","429");
spw.put("HCN962RH嘉兴第一人民医院9-3Q","428");
spw.put("HCN960RH嘉兴第一人民医院9-1Q","427");
spw.put("HCN858RD嘉兴市第一医院东北角Q","426");
spw.put("HCX434RH明珠宾馆Q","394");
spw.put("HCX303RY水果市场四区东北门进口","393");
spw.put("ZCNR025L晴湾二期北门出","391");
spw.put("ZCNR022L晴湾一期南门进","390");
spw.put("HCN768RD龙腾路凤樯路西南角人行Q","389");
spw.put("ZCNR026L晴湾二期南门进","388");
spw.put("ZCNR037L元一柏庄二期西门","387");
spw.put("HCN543Y文昌路梁林路口西南","386");
spw.put("HCX311RY建材市场农行门口","385");
spw.put("HCN771RD凤樯路龙凤路东南角人行Q","384");
spw.put("HCN763RD泰富世界城西北角2Q","383");
spw.put("HCN765RD泰富世界城西南角","382");
spw.put("HCX310RY建材市场1号门入口Q","381");
spw.put("HCN769RD万达维也纳酒店门口Q","380");
spw.put("HCN827RD玫瑰恬园东大门Q","379");
spw.put("HCX302RY水果市场四区东北门出口","376");
spw.put("HCX300RY水果市场四区西大门南出口","375");
spw.put("HCX273RY水果市场四区北门通道出口","372");
spw.put("HCX272RY水产市场东门出口","371");
spw.put("HCX260RY世界水果市场北大门出口2","367");
spw.put("HCX252RY世界水果市场西大门进口4","366");
spw.put("HCX250RY世界水果市场西大门进口2","365");
spw.put("HCX243RY水果三期南一门岗亭出口1","363");
spw.put("HCX240RY水果市场三期南一门出口","362");
spw.put("HCX229RY水果市场东大门北通道出口","356");
spw.put("HCX227RY水果市场东大门南通道出口","354");
spw.put("HCX226RY水果市场东大门南通道进口","353");
spw.put("HCX220RY水果市场北门通道进口","351");
spw.put("HCN384Y昌盛路晴湾商铺1","350");
spw.put("HCN356Y文昌路元一柏庄一期二期店面2","349");
spw.put("HCX232RY水果市场南大门进口1","348");
spw.put("HCX214RY水果市场西大门进口1","347");
spw.put("HCX271RY 水产市场东门进口","346");
spw.put("HCX267RY水产市场东北外围进口1","345");
spw.put("HCX284RY新月公寓南门进口1","344");
spw.put("HCX285RY新月公寓南门进口2","343");
spw.put("HCX221RY水果市场北门通道出口","342");
spw.put("HCX297RY水果市场四区南通道进口","340");
spw.put("HCX299RY水果市场四区西北门进口","339");
spw.put("ZCNR059L清华府邸南门进","338");
spw.put("HCN635RD清华府邸幼儿园","337");
spw.put("ZCNR060L清华府邸南门出","336");
spw.put("ZCNR091L常睦公寓消防门Q","335");
spw.put("ZCNK115L长新公寓三期东门进","332");
spw.put("ZCNK117L长新公寓三期东门进","331");
spw.put("HCN401Y 新联路长新公寓二期商铺","330");
spw.put("ZCNK108L望湖公馆北门出","329");
spw.put("ZCNR073L长新公寓一期南门出","328");
spw.put("HCN866RD金港湾大酒店南侧商铺","327");
spw.put("HCN399Y 翠柳路长新公寓一期商铺1","326");
spw.put("ZCNR078L长新公寓三期东门Q","323");
spw.put("HCS496RY分局消防通道1Q","319");
spw.put("HCNR058L清华府邸西北Q","318");
spw.put("HCN864D翠柳路禾城农商银行门口","317");
spw.put("HCN572RD莫奈花园西北角2Q","316");
spw.put("HCN867RD望湖公馆北门Q","315");
spw.put("HCN594RD华府广场二号楼大门Q","313");
spw.put("HCN600RD银泰1号门2Q","312");
spw.put("HCN602RD紫元尚宸东门口Q","311");
spw.put("HCN647RD紫元尚园西门Q","310");
spw.put("HCN632RD紫元尚园北门Q","309");
spw.put("HCN631RD万科海上传奇东门Q","308");
spw.put("HCN634RD常睦公寓大门Q","307");
spw.put("HCN638RD万科海上家园西门进口Q","306");
spw.put("HCN646RD第一医院急诊大厅Q","305");
spw.put("HCN639RD清华府邸一期大门Q","304");
spw.put("HCN640RD开明中学大门Q","303");
spw.put("HCN643RD星雅汇西南角出口Q","301");
spw.put("HCN644RD第一医院北门东侧Q","300");
spw.put("HCN641RD清华府邸二期大门Q","299");
spw.put("HCN652RD城南路清华路东北非机动Q","298");
spw.put("HCN453Y 清华路商铺3","297");
spw.put("HCN645RD第一医院北门公交车站Q","295");
spw.put("HCN653RD龙威大厦大门1Q","294");
spw.put("HCS288Y高铁南站候车厅一层东","293");
spw.put("HCS661RY高铁南站二楼平台西Q","292");
spw.put("HCS654Y 高铁南站出租车上客区","291");
spw.put("HCS651RY高铁南站出站口2","290");
spw.put("HCS650RY高铁南站出站口1","289");
spw.put("HCS649RY高铁南站出站口西","288");
spw.put("HCS648Y高铁南站地下停车场西电梯","287");
spw.put("HCS647Y高铁南站地下停车场东电梯","286");
spw.put("HCS646Y高铁南站出站口东","285");
spw.put("HCS645RY高铁南站进站口","284");
spw.put("HCS644RY高铁南站安检门西","283");
spw.put("HCS643RY高铁南站安检门东","282");
spw.put("HCS293Y 高铁南站候车厅安检西","281");
spw.put("HCS292Y 高铁南站候车厅二层东","280");
spw.put("HCS290Y 高铁南站候车厅一层西","279");
spw.put("HCS289Y高铁南站售票厅","278");
spw.put("HCS286Y高铁南站出站口","276");
spw.put("HCS283Y 嘉兴高铁南站候车厅二层西","275");
spw.put("HCN660RD吧娜娜KTV门口Q","274");
spw.put("HCN648RD南海渔村酒店Q","273");
spw.put("HCN577RD长新公寓三期东门2","270");
spw.put("HCN576RD长新公寓三期东门1Q","269");
spw.put("HCN892RH经开银泰2号门","268");
spw.put("HCN890RH银泰永辉超市出口","267");
spw.put("HCN889RH银泰永辉超市入口","266");
spw.put("HCN861RH经开万达永辉超市","265");
spw.put("HCN865RD金港湾大酒店门口Q","264");
spw.put("HCN863RD长新公寓一期西门2Q","263");
spw.put("HCN859RD嘉兴市第一医院南门内Q","262");
spw.put("HCN857RD门诊大厅2Q","261");
spw.put("HCN856RD门诊大厅1Q","260");
spw.put("HCN849RD大树金港湾大门Q","258");
spw.put("HCN832RD元一柏庄一期西门","256");
spw.put("HCN830D元一柏庄一期北商铺","255");
spw.put("HCN829RD元一柏庄二期西门","254");
spw.put("HCN828RD技师学院北门","253");
spw.put("HCN824RD新文化广场二号楼大门Q","252");
spw.put("HCN823RD新文化广场东商铺Q","251");
spw.put("HCN821RD客运中心西门入口Q","250");
spw.put("HCN783RD龙鼎万达广场北门永辉超市","238");
spw.put("HCN782RD龙鼎万达广场北楼1号门大Q","237");
spw.put("HCN781RD龙鼎万达广场北楼1号门电","236");
spw.put("HCN780RD龙鼎万达广场北楼6号门内Q","235");
spw.put("HCN777RD龙鼎万达广场南楼东门内Q","234");
spw.put("HCN774RD龙鼎万达广场南楼三号门内","233");
spw.put("HCN773RD龙鼎万达广场南楼东南角Q","232");
spw.put("HCN767RD龙腾路凤樯路西北角人行Q","231");
spw.put("HCN764RD泰富世界城西门Q","230");
spw.put("HCN762RD泰富世界城西北角1Q","229");
spw.put("HCN761RD途客中国酒店Q","228");
spw.put("HCN758RD泰富世界城东门口Q","227");
spw.put("HCN757RD斯维登服务公寓Q","226");
spw.put("HCN754RD泰富世界城5幢南门Q","225");
spw.put("HCN752RD晴湾二期北门Q","224");
spw.put("HCN751RD嘉兴职业技术学院东门内Q","223");
spw.put("HCN749RD晴湾三期北店面Q","221");
spw.put("HCN747RD晴湾三期北门Q","220");
spw.put("HCN746RD晴湾二期南店面Q","219");
spw.put("HCN745RD烟雨名门北门","218");
spw.put("HCN738RD富悦酒店大门地下室电梯Q","216");
spw.put("HCN737RD富悦大酒店大门东侧Q","215");
spw.put("HCN661RD中环南路神龙路西南角","187");
spw.put("HCN659RD中环南路越秀路南斑马线","186");
spw.put("HCN650RD嘉城南都苑大门","181");
spw.put("HCN649RD且客酒店大门","180");
spw.put("HCN642RD星雅汇中间店面Q","176");
spw.put("HCN579RD长新公寓二期大门2","172");
spw.put("HCN578RD长新公寓二期大门1","171");
spw.put("HCN575RD红树湾大门Q","170");
spw.put("HCN574RD莫奈花园东门","169");
spw.put("HCN570RD莫奈花园西门","167");
spw.put("HCNK089D龙凤路丽丰新天地 东向西","163");
spw.put("HCNK074D中华南路中核大厦C","161");
spw.put("HCNK067D城南路清华路口南（东）B","160");
spw.put("HCNK064D城南路清华路口南（西）A","159");
spw.put("HCNK062D越秀路常睦路口南A","158");
spw.put("HCN891RH经开银泰1号门","157");
spw.put("HCN860RD颐高广场南大门","156");
spw.put("HCN854RD住院部大门","155");
spw.put("HCN842D月星家居东南角","153");
spw.put("HCN841D月星家居东北角","152");
spw.put("HCN837RD元一柏庄一期东门","151");
spw.put("HCN787D丽丰新天地西北角","148");
spw.put("HCN779RD龙鼎万达南楼客梯B1Q","147");
spw.put("HCN776RD龙鼎万达广场南楼五号门Q","146");
spw.put("HCN775RD龙鼎万达广场南楼二号门内","145");
spw.put("HCN770RD凤樯路龙凤路西北角人行道","144");
spw.put("HCN583RD长新公寓四期东区大门2","136");
spw.put("HCX356H德雅宾馆东北","129");
spw.put("HCX335H新月公寓32幢东","128");
spw.put("HCX334H新月公寓2幢东","127");
spw.put("HCX328H新月公寓5幢东","125");
spw.put("HCN566RY客运中心出租车下客区","116");
spw.put("HCN565RY客运中心出租车上客区","115");
spw.put("HCN564RY客运中心城际公交换乘区2","114");
spw.put("HCN563RY客运中心城际公交换乘区1","113");
spw.put("HCN562RY客运中心长途客车下客区","112");
spw.put("HCN408RY 客运中心广场西","108");
spw.put("HCN407RY 客运中心过道2","107");
spw.put("HCN311Y 客运中心旅客下客区域检票区","104");
spw.put("HCN310Y 客运中心旅客下客区2","103");
spw.put("HCN002Y 新客运中心广场","101");
spw.put("HJB348RY汽车北站旅客出口处","100");
spw.put("HJB347RY汽车北站售票厅","99");
spw.put("HJB346RY汽车北站安检门","98");
spw.put("HJB294RY 汽车北站城乡公交进口","96");
spw.put("HJB293RY汽车北站出站口Q","95");
spw.put("HJB292RY 汽车北站售票大厅外","94");
spw.put("HJB237Y 汽车北站城际公交上客点","93");
spw.put("HJB226Y 汽车北站旅客下客区域检票区","92");
spw.put("HJB225Y 汽车北站旅客下客区2","91");
spw.put("HJB224Y 汽车北站旅客下客区1","90");
spw.put("HCN507Y南秀花园北消防通道","87");
spw.put("HCN475RY区管委会大门2Q","86");
spw.put("ZCXR006L蓝光名仕公馆北门出","83  ");
spw.put("ZCXR005L蓝光名仕公馆北门进","82");
spw.put("ZCXR004L蓝光名仕公馆南门Q","81");
spw.put("HCX308Y蔬菜市场北大门进口","80");
spw.put("HCX265Y水产市场北门出口1","79");
spw.put("HCX263Y 水产市场北门进口1","78");
spw.put("HCX246Y水果市场三期南二门进口2","77");
spw.put("HCX242Y 水果三期南一门岗亭进口2","76");
spw.put("HCX155Y工商巡查大队","71");
spw.put("HCX154Y永顺路北到底绿化带","70");
spw.put("HCX137Y市场路龙舟路西侧桥头","63");
spw.put("HCX125Y 御尚酒店后门","61");
spw.put("HCX124Y 物流园超市门口","60");
spw.put("HCX121Y 新月菜场西门","58");
spw.put("HCX116Y 嘉地广场南大门对面（改为顺源路市场路西南口）","57");
spw.put("HCX110Y 万盛家园门口","55");
spw.put("HCN499Y由拳路铁路桥洞西面","48");
spw.put("HCN474RY区管委会大门1","43");
spw.put("HCN468Y大树金港湾南面店面","42");
spw.put("HCX309Y蔬菜市场北大门出口","39");
spw.put("HCX307Y蔬菜市场西大门进口","38");
spw.put("HCX306Y 蔬菜市场西大门出口","37");
spw.put("HCX269Y水产市场东北外围出口1","35");
spw.put("HCX268Y水产市场东北外围进口2","34");
spw.put("HCX264Y水产市场北门进口2","32");
spw.put("HCX258Y 世界水果市场北大门进口2","30");
spw.put("HCX248Y 水果市场三期南二门出口2","29");
spw.put("HCX247Y 水果市场三期南二门出口1","28");
spw.put("HCX234Y 水果市场南大门岗亭进口1","27");
spw.put("HCX231Y水果市场南大门东入口出口","26");
spw.put("HCX230Y水果市场南大门东入口进口","25");
spw.put("HCX216Y水果市场西大门中间岗亭1","24");
spw.put("HCX210Y蔬菜市场北门西侧商铺","20");
spw.put("HCX204Y永顺路北到底","18");
